01 08:03:32 01 08:22:40 tshower
01 08:23:46 01 08:26:53 hairdray
01 08:28:50 01 08:38:39 cclothes
01 08:40:37 01 08:50:24 toileting
01 08:52:12 01 08:55:38 whandface
01 08:57:36 01 09:05:53 mcoffe
01 09:07:38 01 09:12:52 whandface
01 09:13:57 01 09:21:10 msandwich
01 09:23:08 01 09:43:11 eating
01 09:46:00 01 09:55:21 mtee
01 09:56:45 01 10:03:03 toileting
01 10:04:29 01 10:10:13 whandface
01 10:11:29 01 10:17:13 mcoffe
01 10:19:05 01 10:34:53 celluse
01 10:36:44 01 10:44:51 toileting
01 10:46:22 01 10:50:34 whandface
01 10:51:37 01 11:10:39 celluse
01 11:12:07 01 11:56:51 mhotfood
01 11:58:11 01 12:03:53 whandface
01 12:05:00 01 12:58:24 eating
01 13:00:39 01 13:03:27 takem
01 13:04:35 01 13:10:25 whandface
01 13:12:00 01 13:15:11 mdish
01 13:16:12 01 13:21:25 mcoffe
01 13:23:04 01 13:31:44 toileting
01 13:33:11 01 13:37:49 whandface
01 13:39:00 01 13:55:52 celluse
01 13:57:14 01 14:02:07 whandface
01 14:03:30 01 16:05:56 sleep
01 16:08:29 01 16:15:55 mcoffe
01 16:17:22 01 16:23:54 toileting
01 16:25:25 01 16:30:52 whandface
01 16:32:24 01 16:49:25 celluse
01 16:51:02 01 16:58:58 toileting
01 17:00:16 01 17:04:41 whandface
01 17:05:48 01 18:51:47 watchtv
01 18:53:01 01 18:58:52 cclothes
01 19:00:18 01 19:06:51 makeup
01 19:09:17 01 21:20:22 goout
01 21:23:21 01 21:37:44 celluse
01 21:38:59 01 22:45:46 watchtv
01 22:47:04 01 22:53:23 cclothes
01 22:55:06 02 03:48:19 sleep
02 03:50:37 02 03:57:13 toileting
02 03:58:43 02 08:36:47 sleep
02 08:39:57 02 08:59:14 tshower
02 09:00:43 02 09:05:02 hairdray
02 09:06:30 02 09:16:19 toileting
02 09:17:48 02 09:22:40 whandface
02 09:24:04 02 09:30:54 mcoffe
02 09:32:14 02 09:40:38 cclothes
02 09:42:08 02 09:47:28 whandface
02 09:48:38 02 09:53:48 msandwich
02 09:55:41 02 10:22:23 eating
02 10:24:45 02 10:29:08 whandface
02 10:30:17 02 11:25:57 reading
02 11:27:16 02 12:08:33 mhotfood
02 12:09:59 02 12:14:26 whandface
02 12:16:01 02 12:52:48 eating
02 12:55:23 02 12:57:53 takem
02 12:59:30 02 13:05:50 toileting
02 13:07:49 02 13:13:00 whandface
02 13:14:06 02 13:23:38 toileting
02 13:25:27 02 13:38:03 celluse
02 13:39:14 02 13:43:30 whandface
02 13:45:12 02 13:53:24 mcoffe
02 13:54:28 02 13:58:26 whandface
02 14:00:09 02 14:39:31 watchtv
02 14:40:47 02 16:50:32 sleep
02 16:52:45 02 16:58:05 whandface
02 16:59:10 02 17:05:30 mcoffe
02 17:06:35 02 18:01:52 watchtv
02 18:03:24 02 18:15:41 wdish
02 18:17:12 02 19:15:31 reading
02 19:17:28 02 19:54:41 mhotfood
02 19:54:41 02 20:54:41 eating
02 20:56:45 02 21:00:31 mdish
02 21:02:26 02 21:05:26 whandface
02 21:06:51 02 21:14:09 mcoffe
02 21:15:28 02 21:20:49 mdish
02 21:21:51 02 21:25:23 whandface
02 21:26:32 02 21:33:14 mcoffe
02 21:34:26 02 21:51:49 celluse
02 21:53:44 02 22:00:05 cclothes
02 22:01:28 02 22:07:25 cclothes
02 22:08:30 03 04:26:47 sleep
03 04:29:20 03 04:36:28 toileting
03 04:38:07 03 04:43:09 whandface
03 04:45:06 03 07:59:57 sleep
03 08:02:11 03 08:07:47 toileting
03 08:11:33 03 08:16:32 whandface
03 08:17:53 03 08:26:12 mcoffe
03 08:28:03 03 08:37:13 cclothes
03 08:38:50 03 08:46:45 toileting
03 08:48:37 03 09:01:16 tshower
03 09:02:55 03 09:06:50 hairdray
03 09:08:07 03 09:15:11 msandwich
03 09:16:57 03 09:45:08 eating
03 09:47:19 03 09:51:24 whandface
03 09:52:55 03 09:59:36 toileting
03 10:00:49 03 10:06:32 whandface
03 10:08:00 03 11:05:22 watchtv
03 11:06:25 03 11:58:47 mhotfood
03 12:00:21 03 12:24:02 watchtv
03 12:25:20 03 12:31:00 mcoffe
03 12:32:54 03 12:38:15 toileting
03 12:39:18 03 12:43:38 whandface
03 12:45:32 03 13:21:26 eating
03 13:21:26 03 13:25:48 whandface
03 13:27:08 03 13:31:02 mdish
03 13:32:40 03 13:38:07 toileting
03 13:39:54 03 13:45:37 whandface
03 13:46:57 03 14:12:50 watchtv
03 14:13:51 03 14:15:57 takem
03 14:17:17 03 16:35:23 sleep
03 16:37:51 03 16:46:23 toileting
03 16:47:40 03 16:52:45 whandface
03 16:54:09 03 16:59:27 mcoffe
03 17:00:47 03 17:22:56 celluse
03 17:24:18 03 18:03:44 watchtv
03 18:05:17 03 18:12:43 cclothes
03 18:15:31 03 20:59:35 goout
03 21:01:39 03 21:39:37 watchtv
03 21:41:34 03 22:32:05 mhotfood
03 22:33:09 03 22:41:46 cclothes
03 22:42:53 04 05:16:39 sleep
04 05:19:18 04 05:28:03 toileting
04 05:29:47 04 08:29:32 sleep
04 08:33:46 04 08:44:38 tshower
04 08:47:00 04 08:55:26 mcoffe
04 08:57:13 04 09:01:19 whandface
04 09:02:24 04 09:11:16 toileting
04 09:12:39 04 09:17:18 whandface
04 09:18:27 04 09:27:22 cclothes
04 09:28:27 04 09:32:40 whandface
04 09:33:53 04 09:42:09 msandwich
04 09:43:32 04 10:04:57 eating
04 10:07:22 04 10:10:55 whandface
04 10:12:17 04 11:07:32 watchtv
04 11:08:54 04 11:56:02 mhotfood
04 11:57:59 04 12:01:47 whandface
04 12:03:00 04 12:07:07 mdish
04 12:08:45 04 12:44:10 eating
04 12:44:10 04 12:48:13 whandface
04 12:49:36 04 12:57:44 mcoffe
04 12:59:39 04 13:05:03 whandface
04 13:06:52 04 13:20:42 celluse
04 13:22:17 04 13:25:21 takem
04 13:26:36 04 13:33:51 toileting
04 13:35:39 04 13:41:36 whandface
04 13:42:40 04 13:48:29 mdish
04 13:50:16 04 13:54:52 whandface
04 13:56:46 04 14:29:17 watchtv
04 14:30:21 04 16:36:53 sleep
04 16:37:58 04 16:41:17 whandface
04 16:43:13 04 16:49:59 mcoffe
04 16:51:58 04 17:01:42 toileting
04 17:03:02 04 19:01:59 watchtv
04 19:03:19 04 19:53:11 mhotfood
04 19:53:11 04 20:53:11 eating
04 20:55:36 04 21:00:24 mdish
04 21:01:59 04 21:14:45 wdish
04 21:16:16 04 21:21:41 toileting
04 21:23:41 04 21:27:45 whandface
04 21:29:06 04 22:25:42 reading
04 22:26:56 04 22:34:00 cclothes
04 22:35:08 05 03:49:16 sleep
05 03:52:03 05 04:00:31 toileting
05 04:02:22 05 08:32:04 sleep
05 08:35:50 05 08:40:57 whandface
05 08:42:10 05 08:48:31 mcoffe
05 08:50:00 05 08:54:52 whandface
05 08:56:03 05 09:05:12 toileting
05 09:08:04 05 09:19:09 tshower
05 09:21:15 05 09:28:42 cclothes
05 09:31:28 05 09:35:24 whandface
05 09:37:13 05 09:44:39 msandwich
05 09:45:47 05 10:09:41 eating
05 10:12:36 05 11:04:00 watchtv
05 11:05:21 05 11:45:59 Laundry
05 11:47:43 05 12:20:39 Vacuuming
05 12:22:04 05 13:04:01 mhotfood
05 13:05:51 05 13:32:18 watchtv
05 13:34:17 05 13:42:02 mcoffe
05 13:43:39 05 13:57:15 celluse
05 13:58:40 05 14:28:31 watchtv
05 14:30:29 05 14:43:46 celluse
05 14:45:30 05 15:24:35 watchtv
05 15:25:56 05 16:15:49 eating
05 16:18:03 05 16:21:28 takem
05 16:22:47 05 18:40:30 sleep
05 18:41:50 05 19:16:07 watchtv
05 19:17:34 05 19:23:46 toileting
05 19:25:37 05 19:29:28 whandface
05 19:30:36 05 20:25:42 mhotfood
05 20:25:42 05 21:25:42 eating
05 21:28:12 05 21:32:40 mdish
05 21:34:01 05 21:46:16 wdish
05 21:47:19 05 22:46:30 reading
05 22:47:36 05 22:55:56 cclothes
05 22:57:37 06 04:24:16 sleep
06 04:27:05 06 04:32:11 toileting
06 04:34:09 06 08:47:16 sleep
06 08:50:30 06 08:54:18 whandface
06 08:55:38 06 09:01:24 toileting
06 09:02:31 06 09:08:10 whandface
06 09:09:34 06 09:20:02 tshower
06 09:22:46 06 09:31:44 mcoffe
06 09:33:25 06 09:39:06 whandface
06 09:40:09 06 09:46:08 cclothes
06 09:47:12 06 09:52:58 whandface
06 09:54:31 06 10:02:06 msandwich
06 10:03:32 06 10:28:27 eating
06 10:31:20 06 10:34:32 whandface
06 10:36:22 06 10:50:19 celluse
06 10:52:08 06 11:48:43 watchtv
06 11:50:11 06 12:25:54 mhotfood
06 12:27:48 06 12:32:35 whandface
06 12:34:12 06 13:28:47 eating
06 13:30:59 06 13:33:53 takem
06 13:35:51 06 13:43:57 mcoffe
06 13:45:40 06 14:12:36 watchtv
06 14:13:52 06 16:30:34 sleep
06 16:32:41 06 16:37:46 whandface
06 16:39:36 06 16:48:15 mcoffe
06 16:49:42 06 16:56:38 toileting
06 16:58:22 06 17:02:39 whandface
06 17:04:00 06 18:59:04 watchtv
06 19:00:46 06 19:34:03 mhotfood
06 19:34:03 06 20:34:03 eating
06 20:36:17 06 22:21:22 watchtv
06 22:22:22 06 22:31:41 cclothes
06 22:33:21 07 04:33:24 sleep
07 04:35:58 07 04:41:35 toileting
07 04:43:11 07 04:46:21 whandface
07 04:47:30 07 08:17:45 sleep
07 08:20:58 07 08:36:10 tshower
07 08:37:16 07 08:42:54 hairdray
07 08:44:25 07 08:50:08 toileting
07 08:51:54 07 08:57:27 whandface
07 08:58:43 07 09:04:13 cclothes
07 09:06:48 07 09:12:05 whandface
07 09:13:36 07 09:19:27 mcoffe
07 09:20:53 07 09:26:43 whandface
07 09:27:54 07 09:36:48 msandwich
07 09:38:48 07 10:06:49 eating
07 10:09:33 07 10:14:03 whandface
07 10:15:24 07 11:47:36 goout
07 11:48:54 07 12:46:12 mhotfood
07 12:47:38 07 12:52:53 whandface
07 12:54:50 07 13:47:45 eating
